Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1721233583.4527605,-0.0009786482979920479,0.0037529524331038388,5.6721617228501305e-18,0.0,0.0,0.0
1721233583.4576647,-0.0011685475099861978,0.0044753251900695725,6.849958687397336e-18,0.0,0.0,0.0
1721233583.4626381,-0.0013812447446174974,0.005282828654154826,8.190516111893388e-18,0.0,0.0,0.0
1721233583.4675763,-0.0016177242882044124,0.006178791368912803,9.705643953971826e-18,0.0,0.0,0.0
1721233583.4725804,-0.0018788801136806173,0.007166157092108926,1.1407199710304681e-17,0.0,0.0,0.0
1721233583.4775934,-0.0021655122736295783,0.00824747158526373,1.3307068892182547e-17,0.0,0.0,0.0
1721233583.4826698,-0.0024783241652789945,0.009424872943460868,1.5417148668931882e-17,0.0,0.0,0.0
1721233583.487559,-0.002817920612001475,0.010700085238503165,1.7749334589401727e-17,0.0,0.0,0.0
1721233583.492837,-0.00318480670725427,0.01207441525417291,2.0315510301021606e-17,0.0,0.0,0.0
1721233583.4977934,-0.003579387368277362,0.013548752098026065,2.3127540195202517e-17,0.0,0.0,0.0
1721233583.5026007,-0.0040019675482555915,0.015123569479823311,2.619726491712222e-17,0.0,0.0,0.0
1721233583.5077338,-0.004452753057037006,0.016798930452374145,2.953649968720643e-17,0.0,0.0,0.0
1721233583.5127532,-0.004931851941886004,0.018574494416243852,3.315703539088662e-17,0.0,0.0,0.0
1721233583.5177705,-0.005439276381136345,0.020449526195446044,3.707064240248554e-17,0.0,0.0,0.0
1721233583.522596,-0.005974945044995475,0.02242290699691742,4.128907711835089e-17,0.0,0.0,0.0
1721233583.5276597,-0.006538685879138123,0.02449314707224413,4.5824091183627765e-17,0.0,0.0,0.0
1721233583.5325966,-0.007130239268113496,0.026658399905782813,5.06874434063298e-17,0.0,0.0,0.0
1721233583.5375493,-0.007749261536976947,0.028916477758992917,5.58909143616393e-17,0.0,0.0,0.0
1721233583.5425572,-0.008395328750943298,0.03126486840646958,6.144632369863581e-17,0.0,0.0,0.0
1721233583.5476217,-0.009067940774245536,0.0337007529048404,6.736555017092293e-17,0.0,0.0,0.0
1721233583.5526073,-0.009766525550769048,0.036221024241362434,7.36605544218927e-17,0.0,0.0,0.0
1721233583.5575259,-0.010490443570417916,0.03882230671472913,8.034340456463642e-17,0.0,0.0,0.0
1721233583.5626032,-0.011238992486556371,0.04150097590627004,8.742630460578108e-17,0.0,0.0,0.0
1721233583.5676005,-0.01201141185125474,0.04425317910540036,9.492162577180019e-17,0.0,0.0,0.0
1721233583.5726395,-0.012806887936455982,0.04707485605884918,1.0284194080561703e-16,0.0,0.0,0.0
1721233583.5777745,-0.013624558610564877,0.04996175991887039,1.1120006131058908e-16,0.0,0.0,0.0
1721233583.58253,-0.014463518241349081,0.05290947827131201,1.200090782282315e-16,0.0,0.0,0.0
1721233583.587562,-0.015322822597426717,0.05591345413009424,1.2928240554530729e-16,0.0,0.0,0.0
1721233583.5925896,-0.01620149372200276,0.05896900679031908,1.3903382733518234e-16,0.0,0.0,0.0
1721233583.5980659,-0.017098524753901834,0.06207135243790787,1.49277548247612e-16,0.0,0.0,0.0
1721233583.6026149,-0.018012884672332353,0.06521562441933729,1.600282475703968e-16,0.0,0.0,0.0
1721233583.60753,-0.018943522943202735,0.06839689308071592,1.7130113699561482e-16,0.0,0.0,0.0
1721233583.6125758,-0.01988937404619732,0.07161018509111872,1.8311202223240631e-16,0.0,0.0,0.0
1721233583.6176867,-0.020849361863205754,0.07485050217076887,1.9547736861755783e-16,0.0,0.0,0.0
1721233583.6227362,-0.021822403910086167,0.07811283915033032,2.0841437088440246e-16,0.0,0.0,0.0
1721233583.6277053,-0.022807415395129087,0.08139220129324777,2.219410272598219e-16,0.0,0.0,0.0
1721233583.6328974,-0.023803313088975025,0.08468362081874313,2.360762180684059e-16,0.0,0.0,0.0
1721233583.6378238,-0.024809018992125568,0.087982172568753,2.5083978903209606e-16,0.0,0.0,0.0
1721233583.6425931,-0.025823463787574084,0.09128298876776285,2.6625263946290746e-16,0.0,0.0,0.0
1721233583.6477273,-0.026845590067468412,0.09458127283016748,2.823368155555959e-16,0.0,0.0,0.0
1721233583.6526382,-0.027874355324104757,0.09787231217546276,2.991156089964036e-16,0.0,0.0,0.0
1721233583.657665,-0.028908734696937943,0.10115149001724226,3.166136611132891e-16,0.0,0.0,0.0
1721233583.6625743,-0.029947723468680052,0.10441429609765246,3.348570728023163e-16,0.0,0.0,0.0
1721233583.6675723,-0.03099033930494585,0.10765633634462639,3.5387352047414675e-16,0.0,0.0,0.0
1721233583.6727057,-0.0320356242332894,0.11087334143489505,3.7369237827384896e-16,0.0,0.0,0.0
1721233583.6780083,-0.03308264635886341,0.1140611742514434,3.9434484683650943e-16,0.0,0.0,0.0
1721233583.682617,-0.034130501315318855,0.11721583622975942,4.158640888503988e-16,0.0,0.0,0.0
1721233583.6876156,-0.03517831345094869,0.12033347259288571,4.382853717087171e-16,0.0,0.0,0.0
1721233583.6927545,-0.03622523675146662,0.12341037648097186,4.616462175402099e-16,0.0,0.0,0.0
1721233583.6975327,-0.03727045550219736,0.12644299198668243,4.859865609182213e-16,0.0,0.0,0.0
1721233583.702614,-0.03831318469384232,0.12942791611350546,5.113489145570139e-16,0.0,0.0,0.0
1721233583.707532,-0.0393526701773703,0.13236189967966464,5.377785433134606e-16,0.0,0.0,0.0
1721233583.7125914,-0.04038818857496913,0.13524184719602284,5.653236468214768e-16,0.0,0.0,0.0
1721233583.71783,-0.041419046955381726,0.13806481575203317,5.940355510958439e-16,0.0,0.0,0.0
1721233583.7225935,-0.04244458228333516,0.14082801294946376,6.239689094513244e-16,0.0,0.0,0.0
1721233583.7275596,-0.04346416065415872,0.14352879392930798,6.551819130922603e-16,0.0,0.0,0.0
1721233583.7326167,-0.044477176326072225,0.14616465754294594,6.877365117371014e-16,0.0,0.0,0.0
1721233583.7377186,-0.04548305056401428,0.14873324172431684,7.216986446515859e-16,0.0,0.0,0.0
1721233583.7427,-0.04648123031026506,0.15123231812552054,7.571384824735647e-16,0.0,0.0,0.0
1721233583.7476342,-0.04747118669850344,0.1536597860839483,7.941306802217321e-16,0.0,0.0,0.0
1721233583.752591,-0.04845241342932968,0.15601366599470515,8.327546418897887e-16,0.0,0.0,0.0
1721233583.7578003,-0.04942442502666321,0.1582920921677833,8.730947970368456e-16,0.0,0.0,0.0
1721233583.7626605,-0.05038675499582175,0.16049330525508337,9.152408897941283e-16,0.0,0.0,0.0
1721233583.767607,-0.051338953905463273,0.1626156443380892,9.592882807173315e-16,0.0,0.0,0.0
1721233583.7725315,-0.05228058741696951,0.1646575387726532,1.0053382619232334e-15,0.0,0.0,0.0
1721233583.7775652,-0.05321123428622675,0.16661749989302754,1.0534983859584358e-15,0.0,0.0,0.0
1721233583.7825747,-0.05413048436415415,0.16849411268295858,1.1038828088574008e-15,0.0,0.0,0.0
1721233583.7877378,-0.05503793662370876,0.17028602752731728,1.156612647856189e-15,0.0,0.0,0.0
1721233583.7930276,-0.05593319724248985,0.1719919521634376,1.211816354237586e-15,0.0,0.0,0.0
1721233583.7976522,-0.05681587777144648,0.17361064395697112,1.2696301017925912e-15,0.0,0.0,0.0
1721233583.8025353,-0.057685593421581235,0.17514090263278762,1.3301981913924808e-15,0.0,0.0,0.0
1721233583.8075905,-0.05854196150192854,0.17658156359707416,1.3936734721749526e-15,0.0,0.0,0.0
1721233583.8127646,-0.05938460004347284,0.17793149199250735,1.4602177798571228e-15,0.0,0.0,0.0
1721233583.8177135,-0.06021312664505778,0.17918957763399326,1.5300023926974043e-15,0.0,0.0,0.0
1721233583.8226032,-0.06102715757872627,0.18035473097819707,1.6032085056375759e-15,0.0,0.0,0.0
1721233583.8276362,-0.06182630719331164,0.18142588028572768,1.6800277231656361e-15,0.0,0.0,0.0
1721233583.8326457,-0.06261018765649524,0.18240197014050877,1.7606625714492594e-15,0.0,0.0,0.0
1721233583.8375359,-0.06337840907692872,0.18328196149655485,1.845327030298998e-15,0.0,0.0,0.0
1721233583.8426628,-0.06413058004939619,0.1840648334280721,1.934247085529606e-15,0.0,0.0,0.0
1721233583.8476348,-0.06486630866739597,0.18474958676440856,2.02766130229714e-15,0.0,0.0,0.0
1721233583.8525727,-0.06558520404889792,0.1853352497970938,2.125821419998768e-15,0.0,0.0,0.0
1721233583.8576176,-0.06628687842240971,0.1858208862519235,2.2289929693314785e-15,0.0,0.0,0.0
1721233583.863014,-0.06697094982189439,0.18620560572461697,2.3374559121151572e-15,0.0,0.0,0.0
1721233583.8676572,-0.06763704544044717,0.1864885767843328,2.4515053044947822e-15,0.0,0.0,0.0
1721233583.872569,-0.06828480569403458,0.18666904295497247,2.5714519841456996e-15,0.0,0.0,0.0
1721233583.8775716,-0.06891388904799023,0.18674634178986813,2.697623282115314e-15,0.0,0.0,0.0
1721233583.8826134,-0.06952397766033394,0.18671992726113526,2.8303637599436874e-15,0.0,0.0,0.0
1721233583.8876965,-0.07011478389738403,0.18658939569064764,2.9700359727149066e-15,0.0,0.0,0.0
1721233583.8926318,-0.07068605777850445,0.1863545154552383,3.117021258700254e-15,0.0,0.0,0.0
1721233583.8975751,-0.0712375954082303,0.1860152607044438,3.2717205562635857e-15,0.0,0.0,0.0
1721233583.902591,-0.07176924845537923,0.18557184933475646,3.4345552487085077e-15,0.0,0.0,0.0
1721233583.9075973,-0.07228093474016933,0.1850247854700252,3.6059680377562564e-15,0.0,0.0,0.0
1721233583.9127674,-0.07277264999173204,0.18437490670332501,3.786423846352444e-15,0.0,0.0,0.0
1721233583.917602,-0.07324448083979629,0.18362343636127848,3.9764107515101205e-15,0.0,0.0,0.0
1721233583.9228272,-0.07369661910282158,0.18277204104582934,-2.2820284981839906e-16,0.0,0.0,0.0
1721233583.9276378,-0.07412936618596164,0.1818228476766605,-2.363988178999345e-16,0.0,0.0,0.0
1721233583.9327352,-0.07454306491933053,0.18077816359723486,-2.443619041450102e-16,0.0,0.0,0.0
1721233583.937641,-0.07493804582793959,0.17964025573065373,-2.520684587674339e-16,0.0,0.0,0.0
1721233583.9428332,-0.07531462629372902,0.1784113461847011,-2.5949696099668807e-16,0.0,0.0,0.0
1721233583.9477053,-0.07567311290239628,0.17709362090409345,-2.6662775670554574e-16,0.0,0.0,0.0
1721233583.9527202,-0.07601380361236595,0.1756892376101092,-2.734427993205747e-16,0.0,0.0,0.0
1721233583.9575987,-0.07633698975274901,0.17420033305561722,-2.7992539338811665e-16,0.0,0.0,0.0
1721233583.9625864,-0.07664295785702215,0.17262902962304857,-2.8605994016030706e-16,0.0,0.0,0.0
1721233583.967792,-0.07693199133904226,0.17097744129237907,-2.9183168455768164e-16,0.0,0.0,0.0
1721233583.9726377,-0.07720437201789429,0.16924767900571433,-2.9722646285689586e-16,0.0,0.0,0.0
1721233583.9775758,-0.07746038149795449,0.1674418554545924,-3.0223045044406223e-16,0.0,0.0,0.0
1721233583.9826102,-0.07770030241043487,0.1655620893156439,-3.0682990896619124e-16,0.0,0.0,0.0
1721233583.9875994,-0.07792441952255813,0.16361050895977244,-3.1101093220520157e-16,0.0,0.0,0.0
1721233583.9925895,-0.07813302072039612,0.16158925565954274,-3.1475918999094384e-16,0.0,0.0,0.0
1721233583.9976363,-0.07832639787128834,0.1595004863189872,-3.180596694616633e-16,0.0,0.0,0.0
1721233584.0028028,-0.07850484757164101,0.15734637574956636,-3.208964129723067e-16,0.0,0.0,0.0
1721233584.007573,-0.07866867178579043,0.15512911851554143,-3.2325225194305667e-16,0.0,0.0,0.0
1721233584.0125203,-0.07881817838149824,0.15285093037154196,-3.251085359324596e-16,0.0,0.0,0.0
1721233584.0176454,-0.07895368156753008,0.15051404931463536,-3.2644485621148963e-16,0.0,0.0,0.0
1721233584.0226595,-0.07907550223865217,0.14812073627272843,-3.2723876310687434e-16,0.0,0.0,0.0
1721233584.0275924,-0.0791839682332647,0.14567327545065553,-3.27465476373985e-16,0.0,0.0,0.0
1721233584.0326018,-0.07927941450877388,0.14317397435483145,-3.2709758785157565e-16,0.0,0.0,0.0
1721233584.0375156,-0.07936218323968883,0.14062516351687154,-3.2610475564263424e-16,0.0,0.0,0.0
1721233584.0427604,-0.07943262384331258,0.13802919593610455,-3.2445338905758955e-16,0.0,0.0,0.0
1721233584.0475874,-0.07949109293778041,0.1353884462604288,-3.221063235480972e-16,0.0,0.0,0.0
1721233584.0527568,-0.07953795423708222,0.13270530972448502,-3.1902248485160703e-16,0.0,0.0,0.0
1721233584.0575697,-0.07957357838758958,0.1299822008636437,-3.15156541558896e-16,0.0,0.0,0.0
1721233584.0626588,-0.07959834275049123,0.12722155202182886,-3.1045854530872795e-16,0.0,0.0,0.0
1721233584.0675335,-0.07961263113442518,0.12442581167072345,-3.048735578057842e-16,0.0,0.0,0.0
1721233584.0728111,-0.07961683348247842,0.12159744255742569,-2.983412638499859e-16,0.0,0.0,0.0
1721233584.0776348,-0.07961134551760944,0.11873891969715013,-2.907955695573118e-16,0.0,0.0,0.0
1721233584.0826168,-0.07959656835043233,0.11585272822709018,-2.8216418494419225e-16,0.0,0.0,0.0
1721233584.0877752,-0.07957290805318458,0.11294136113708328,-2.7236819003954215e-16,0.0,0.0,0.0
1721233584.0925956,-0.07954077520358488,0.11000731689224384,-2.61321583680474e-16,0.0,0.0,0.0
1721233584.097706,-0.07950058440217019,0.10705309696225278,-2.489308141397129e-16,0.0,0.0,0.0
1721233584.1026087,-0.07945275376658563,0.10408120327151613,-2.3509429072471513e-16,0.0,0.0,0.0
1721233584.1077688,-0.07939770440618411,0.10109413558392985,-2.197018754804705e-16,0.0,0.0,0.0
1721233584.112744,-0.0793358598801761,0.09809438883551097,-2.0263435411995075e-16,0.0,0.0,0.0
1721233584.1175249,-0.07926764564245396,0.09508445042767968,-1.837628852981441e-16,0.0,0.0,0.0
1721233584.1227617,-0.07919348847609874,0.09206679749350068,-1.6294842733759654e-16,0.0,0.0,0.0
1721233584.1275845,-0.07911381592046068,0.08904389414871597,-1.4004114150536127e-16,0.0,0.0,0.0
1721233584.132585,-0.07902905569358909,0.0860181887389253,-1.1487977093323524e-16,0.0,0.0,0.0
1721233584.1376152,-0.07893963511266994,0.08299211109379404,-8.729099426514424e-17,0.0,0.0,0.0
1721233584.1425915,-0.07884598051501396,0.07996806979869253,-5.708875310751624e-17,0.0,0.0,0.0
1721233584.1476603,-0.07874851668202135,0.07694844949369481,-2.4073552350461965e-17,0.0,0.0,0.0
1721233584.152844,-0.07864766626843271,0.07393560820938813,1.1968267580436194e-17,0.0,0.0,0.0
1721233584.157582,-0.07854384923905985,0.0709318747484689,5.126528748994878e-17,0.0,0.0,0.0
1721233584.162603,-0.07843748231507336,0.0679395461216248,9.406179615287729e-17,0.0,0.0,0.0
1721233584.1677015,-0.07832897843180783,0.06496088504572588,1.4061860799184635e-16,0.0,0.0,0.0
1721233584.172596,-0.07821874620992905,0.06199811751187234,1.9121391266549152e-16,0.0,0.0,0.0
1721233584.177601,-0.0781071894416911,0.05905343043037008,2.461441575473443e-16,0.0,0.0,0.0
1721233584.1825721,-0.0779947065938952,0.056128969359228675,3.057249640837339e-16,0.0,0.0,0.0
1721233584.1878364,-0.07788169032904559,0.05322683632230113,3.70292079027049e-16,0.0,0.0,0.0
1721233584.1926103,-0.07776852704608132,0.050349087722707936,4.402023615487219e-16,0.0,0.0,0.0
1721233584.1975951,-0.07765559644194674,0.047497732356712424,5.15834807244313e-16,0.0,0.0,0.0
1721233584.2025976,-0.07754327109514675,0.04467472953273746,5.975916100511029e-16,0.0,0.0,0.0
1721233584.2077906,-0.07743191607231707,0.04188198729973863,6.858992631066113e-16,0.0,0.0,0.0
1721233584.2125902,-0.07732188855872268,0.039121360788671955,7.812096995844839e-16,0.0,0.0,0.0
1721233584.2175171,-0.07721353751348213,0.03639465067031808,8.840014745522129e-16,0.0,0.0,0.0
1721233584.2226121,-0.07710720335019813,0.033703601732249955,9.947809889031717e-16,0.0,0.0,0.0
1721233584.2276006,-0.07700321764355939,0.03104990157725307,1.1140837564234692e-15,0.0,0.0,0.0
1721233584.2325156,-0.07690190286236138,0.02843517944503296,1.2424757150621404e-15,0.0,0.0,0.0
1721233584.2378786,-0.07680357212927856,0.02586100515856729,1.3805545834812265e-15,0.0,0.0,0.0
1721233584.2426445,-0.0767085290076026,0.02332888819598461,1.528951263970298e-15,0.0,0.0,0.0
1721233584.247625,-0.07661706731504667,0.02084027688837528,1.6883312928180128e-15,0.0,0.0,0.0
1721233584.252611,-0.07652947096459792,0.018396557743463687,1.8593963392413036e-15,0.0,0.0,0.0
1721233584.257668,-0.07644601383228485,0.01599905489459591,2.0428857539808275e-15,0.0,0.0,0.0
1721233584.2625875,-0.07636695965160957,0.013649029674019597,2.239578168679319e-15,0.0,0.0,0.0
1721233584.2677689,-0.07629256193427876,0.011347680308957137,2.4502931471675074e-15,0.0,0.0,0.0
1721233584.2726362,-0.07622306391675054,0.009096141738497765,2.675892889790289e-15,0.0,0.0,0.0
1721233584.277652,-0.07615869853199843,0.006895485548856772,2.917283991913845e-15,0.0,0.0,0.0
1721233584.2826588,-0.07609968840577702,0.0047467200240757235,3.1754192577624556e-15,0.0,0.0,0.0
1721233584.2875514,-0.07604624587655769,0.0026507903087591433,3.4512995707417272e-15,0.0,0.0,0.0
1721233584.292563,-0.07599857303818616,0.0006085786789694347,3.745975821413018e-15,0.0,0.0,0.0
1721233584.29754,-0.0759568618041979,-0.0013790950830758486,4.0605508942918284e-15,0.0,0.0,0.0
1721233584.3025212,-0.07592129399261027,-0.003311473215336286,4.3961817146509875e-15,0.0,0.0,0.0
1721233584.3076103,-0.07589204142989452,-0.005187859408617657,4.754081356517436e-15,0.0,0.0,0.0
1721233584.3125587,-0.07586926607271413,-0.007007618151361472,5.135521213059459e-15,0.0,0.0,0.0
1721233584.3175874,-0.07585312014589983,-0.008770173992815877,5.541833230569256e-15,0.0,0.0,0.0
1721233584.3230224,-0.07584374629501504,-0.010475010731322093,5.974412207253687e-15,0.0,0.0,0.0
1721233584.3277583,-0.07584127775174926,-0.012121670534930823,6.434718158054155e-15,0.0,0.0,0.0
1721233584.3327591,-0.07584583851026071,-0.013709753002034891,6.924278746724511e-15,0.0,0.0,0.0
1721233584.3375192,-0.0758575435124728,-0.015238914170182943,7.444691786403948e-15,0.0,0.0,0.0
1721233584.3426013,-0.07587649884021325,-0.016708865481716045,7.997627809929847e-15,0.0,0.0,0.0
1721233584.347631,-0.07590280191196765,-0.01811937271534153,8.584832711143554e-15,0.0,0.0,0.0
1721233584.3526218,-0.07593654168190321,-0.01947025489323806,9.208130458450108e-15,0.0,0.0,0.0
1721233584.3575442,-0.07597779883870259,-0.02076138317376111,9.869425881900938e-15,0.0,0.0,0.0
1721233584.3625944,-0.07602664600163021,-0.0219926797402919,1.0570707535076596e-14,0.0,0.0,0.0
1721233584.3676434,-0.0760831479111383,-0.02316411669725285,1.1314050633054535e-14,0.0,0.0,0.0
1721233584.3727634,-0.07614736161120277,-0.024275714984785757,1.21016200677551e-14,0.0,0.0,0.0
1721233584.3775747,-0.0762193366204629,-0.025327543324065227,1.2935673501966812e-14,0.0,0.0,0.0
1721233584.3825574,-0.07629911508912281,-0.02631971720569784,1.3818564543359993e-14,0.0,0.0,0.0
1721233584.3876183,-0.07638673193845559,-0.027252397934131367,1.4752745999806058e-14,0.0,0.0,0.0
1721233584.3926125,-0.07648221497963549,-0.028125791741477696,1.5740773217327422e-14,0.0,0.0,0.0
1721233584.3976362,-0.07658558500850632,-0.028940148984622716,1.6785307502011412e-14,0.0,0.0,0.0
1721233584.402643,-0.07669685587277886,-0.029695763439983425,1.7889119627229258e-14,0.0,0.0,0.0
1721233584.4075854,-0.07681603450803272,-0.03039297171073474,1.9055093427509444e-14,0.0,0.0,0.0
1721233584.4126744,-0.07694312093878244,-0.031032152761818588,2.028622948042267e-14,0.0,0.0,0.0
1721233584.4175713,-0.07707810824075105,-0.03161372759851233,2.158564887784371e-14,0.0,0.0,0.0
1721233584.4227812,-0.07722098246037788,-0.03213815910481871,2.295659708796334e-14,0.0,0.0,0.0
1721233584.4276645,-0.07737172248747104,-0.03260595205840697,2.440244790943188e-14,0.0,0.0,0.0
1721233584.4326465,-0.07753029987679917,-0.033017653339322245,2.592670751902343e-14,0.0,0.0,0.0
1721233584.4375763,-0.07769667861429953,-0.033373852350141175,2.7533018614218268e-14,0.0,0.0,0.0
1721233584.4425297,-0.07787081482346467,-0.03367518166574468,2.922516465210883e-14,0.0,0.0,0.0
1721233584.4476702,-0.0780526564073521,-0.03392231793134062,3.100707418604254e-14,0.0,0.0,0.0
1721233584.4526448,-0.07824214262154636,-0.03411598302785421,3.2882825301422986e-14,0.0,0.0,0.0
1721233584.4575617,-0.07843920357328547,-0.034256945524275634,3.485665015209887e-14,0.0,0.0,0.0
1721233584.462752,-0.0786437596418477,-0.03434602243703516,3.693293959877812e-14,0.0,0.0,0.0
1721233584.4676287,-0.078855720815179,-0.03438408131694115,3.911624795091269e-14,0.0,0.0,0.0
1721233584.4727223,-0.07907498593762372,-0.03437204268471128,4.141129781350756e-14,0.0,0.0,0.0
1721233584.4776635,-0.07930144186350628,-0.03431088283658221,4.3822985040315414e-14,0.0,0.0,0.0
1721233584.4827507,-0.0795349625111938,-0.03420163704197576,4.635638379488642e-14,0.0,0.0,0.0
1721233584.487555,-0.0797754078160419,-0.034045403139825764,5.601847422864785e-16,0.0,0.0,0.0
1721233584.4925938,-0.08002262407849806,-0.03384333941046535,5.645680048858971e-16,0.0,0.0,0.0
1721233584.4975693,-0.0802764505619451,-0.033596636863131885,5.685165572917769e-16,0.0,0.0,0.0
1721233584.5027964,-0.08053672321903799,-0.03330650327644431,5.720207452972436e-16,0.0,0.0,0.0
1721233584.5079794,-0.08080327478841802,-0.032974162103742974,5.750692482222081e-16,0.0,0.0,0.0
1721233584.5128486,-0.08107593477026838,-0.03260085188688297,5.776489595383251e-16,0.0,0.0,0.0
1721233584.5176153,-0.08135452941489767,-0.03218782562945059,5.797448718083272e-16,0.0,0.0,0.0
1721233584.5229344,-0.08163888172377805,-0.031736350131748574,5.813399654030134e-16,0.0,0.0,0.0
1721233584.5276432,-0.08192881146247491,-0.031247705289855807,5.824151004374773e-16,0.0,0.0,0.0
1721233584.5327568,-0.08222413518491416,-0.030723183361027414,5.829489113464662e-16,0.0,0.0,0.0
1721233584.537752,-0.08252466626844333,-0.03016408819766092,5.829177034970605e-16,0.0,0.0,0.0
1721233584.5425751,-0.08283021495915266,-0.029571734452014466,5.822953512151731e-16,0.0,0.0,0.0
1721233584.5475693,-0.08314058842693128,-0.028947446753822905,5.810531965806688e-16,0.0,0.0,0.0
1721233584.552623,-0.08345559082974466,-0.028292558862917837,5.79159948324205e-16,0.0,0.0,0.0
1721233584.5579047,-0.08377502338662764,-0.0276084127989175,5.765815801372071e-16,0.0,0.0,0.0
1721233584.562588,-0.08409868445889888,-0.026896357950012596,5.732812276846858e-16,0.0,0.0,0.0
1721233584.5675812,-0.08442636963911077,-0.026157750162834163,5.692190835889154e-16,0.0,0.0,0.0
1721233584.5726256,-0.08475787184725948,-0.025393950815349592,5.643522896302893e-16,0.0,0.0,0.0
1721233584.5776558,-0.0850929814337897,-0.024606325874693018,5.586348253899811e-16,0.0,0.0,0.0
1721233584.582712,-0.08543148628893749,-0.02379624494179621,5.520173925373332e-16,0.0,0.0,0.0
1721233584.5876286,-0.08577317195796552,-0.022965080284646375,5.444472939432078e-16,0.0,0.0,0.0
1721233584.5926652,-0.0861178217618539,-0.02211420586195699,5.358683067788338e-16,0.0,0.0,0.0
1721233584.5976229,-0.08646521692302013,-0.02124499633899824,5.262205487379879e-16,0.0,0.0,0.0
1721233584.6025662,-0.08681513669565098,-0.020358826097293264,5.15440336498654e-16,0.0,0.0,0.0
1721233584.607738,-0.08716735850023928,-0.019457068239846716,5.034600355186051e-16,0.0,0.0,0.0
1721233584.6126442,-0.08752165806192819,-0.018541093593532204,4.902079002376611e-16,0.0,0.0,0.0
1721233584.6177669,-0.08787780955227517,-0.017612269710225,4.756079037376722e-16,0.0,0.0,0.0
1721233584.6226354,-0.08823558573405793,-0.016671959868226657,4.595795558895905e-16,0.0,0.0,0.0
1721233584.62773,-0.08859475810875402,-0.015721522075488208,4.420377089952878e-16,0.0,0.0,0.0
1721233584.6327467,-0.08895509706633588,-0.014762308076098431,4.228923499100874e-16,0.0,0.0,0.0
1721233584.6376996,-0.08931637203703258,-0.013795662361464105,4.020483776102775e-16,0.0,0.0,0.0
1721233584.6426558,-0.08967835164471952,-0.012822921187568798,3.7940536514818144e-16,0.0,0.0,0.0
1721233584.6475816,-0.09004080386160701,-0.011845411599657116,3.5485730491565963e-16,0.0,0.0,0.0
1721233584.6525629,-0.09040349616390816,-0.010864450465651172,3.282923361152254e-16,0.0,0.0,0.0
1721233584.6576731,-0.09076619568817702,-0.009881343519566155,2.995924533162596e-16,0.0,0.0,0.0
1721233584.6625938,-0.09112866938801653,-0.008897384416151986,2.6863319495211013e-16,0.0,0.0,0.0
1721233584.6675518,-0.09149068419086688,-0.007913853797947908,2.3528331059217273e-16,0.0,0.0,0.0
1721233584.6726418,-0.09185200715459352,-0.006932018375897114,1.9940440580134526e-16,0.0,0.0,0.0
1721233584.6778722,-0.09221240562360457,-0.005953130024628422,1.6085056337755726e-16,0.0,0.0,0.0
1721233584.6828346,-0.09257164738423686,-0.004978424893472111,1.194679397363782e-16,0.0,0.0,0.0
1721233584.6876435,-0.09292950081915943,-0.004009122534236954,7.509433519001402e-17,0.0,0.0,0.0
1721233584.6926162,-0.09328573506055363,-0.0030464250467358914,2.7558736846297324e-17,0.0,0.0,0.0
