Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1722433610.0676446,515,1722433610,67467628,world,-0.08191286027431488,-0.3164912462234497,1.1332505941390991,-0.00233658030629158,-0.004740911535918713,-0.010025416500866413,0.9999358057975769
1722433610.0771627,516,1722433610,76975284,world,-0.08191756159067154,-0.3164941668510437,1.1332502365112305,-0.0023603751324117184,-0.004706323612481356,-0.009952738881111145,0.9999366402626038
1722433610.0874963,517,1722433610,87388668,world,-0.0819220319390297,-0.3164912462234497,1.1332346200942993,-0.0023220700677484274,-0.004738450050354004,-0.009975850582122803,0.9999364018440247
1722433610.0965526,518,1722433610,96423807,world,-0.08191326260566711,-0.31649908423423767,1.133227825164795,-0.0023811915889382362,-0.004656815901398659,-0.010062248446047306,0.9999356865882874
1722433610.1067877,519,1722433610,106585674,world,-0.0819043219089508,-0.3165033459663391,1.133217692375183,-0.00236141006462276,-0.004785547964274883,-0.01001657359302044,0.9999356269836426
1722433610.1175797,520,1722433610,117419353,world,-0.08191186189651489,-0.31649428606033325,1.1332250833511353,-0.0024734705220907927,-0.004700628574937582,-0.00995661411434412,0.9999363422393799
1722433610.1272361,521,1722433610,126997151,world,-0.08191177248954773,-0.31649747490882874,1.1332402229309082,-0.002478876616805792,-0.0046132695861160755,-0.010019724257290363,0.9999361038208008
1722433610.136401,522,1722433610,136269279,world,-0.0819174125790596,-0.31648772954940796,1.1332530975341797,-0.0023804742377251387,-0.004767557606101036,-0.009937026537954807,0.9999364018440247
1722433610.1472666,523,1722433610,147046556,world,-0.08191253989934921,-0.31649360060691833,1.1332515478134155,-0.002318540820851922,-0.004714771639555693,-0.0100145498290658,0.9999361038208008
1722433610.1575143,524,1722433610,157296081,world,-0.08190453052520752,-0.31649133563041687,1.1332563161849976,-0.002364114159718156,-0.0047173891216516495,-0.009959287010133266,0.9999364614486694
1722433610.1670432,525,1722433610,166871000,world,-0.08190593123435974,-0.3164860010147095,1.1332385540008545,-0.002371264388784766,-0.004721952602267265,-0.009959331713616848,0.9999364614486694
1722433610.177018,526,1722433610,176897446,world,-0.08190389722585678,-0.3164918124675751,1.1332452297210693,-0.002478349255397916,-0.004758105613291264,-0.009993973188102245,0.9999356865882874
1722433610.1877692,527,1722433610,187615539,world,-0.08190768957138062,-0.3164917826652527,1.1332381963729858,-0.002299153245985508,-0.004640293773263693,-0.010038006119430065,0.9999362826347351
1722433610.1971207,528,1722433610,196796649,world,-0.08190387487411499,-0.31649360060691833,1.133232831954956,-0.0022865941282361746,-0.0047200266271829605,-0.009957359172403812,0.9999367594718933
1722433610.2080595,529,1722433610,207557099,world,-0.08191036432981491,-0.31649208068847656,1.1332340240478516,-0.002392770489677787,-0.004713049624115229,-0.009972866624593735,0.9999362826347351
1722433610.218619,530,1722433610,217925199,world,-0.0819084569811821,-0.3164924085140228,1.1332285404205322,-0.002362453145906329,-0.0047428058460354805,-0.009973808191716671,0.9999362826347351
1722433610.2277415,531,1722433610,227153335,world,-0.08191025257110596,-0.3164956569671631,1.1332342624664307,-0.002444892656058073,-0.004658255260437727,-0.01000413578003645,0.9999361634254456
1722433610.237409,532,1722433610,236984532,world,-0.08189728111028671,-0.31649908423423767,1.1332502365112305,-0.0023179713170975447,-0.00474126311019063,-0.009982037357985973,0.9999362826347351
1722433610.2471447,533,1722433610,246740699,world,-0.08191224187612534,-0.31649115681648254,1.1332453489303589,-0.0023486169520765543,-0.0047205849550664425,-0.009951908141374588,0.999936580657959
1722433610.2572646,534,1722433610,256734628,world,-0.08190011978149414,-0.3164941668510437,1.1332521438598633,-0.0023155456874519587,-0.00465803686529398,-0.009980428963899612,0.9999366402626038
1722433610.2682877,535,1722433610,267664343,world,-0.08190487325191498,-0.31649211049079895,1.1332404613494873,-0.002378587145358324,-0.00472743296995759,-0.01004125364124775,0.9999356865882874
1722433610.2782145,536,1722433610,277474150,world,-0.08189970254898071,-0.3164948523044586,1.1332401037216187,-0.002367527224123478,-0.004768840968608856,-0.009914226830005646,0.9999366998672485
1722433610.2884753,537,1722433610,288118242,world,-0.0818987712264061,-0.3164976239204407,1.1332371234893799,-0.0023940252140164375,-0.004767376463860273,-0.009972228668630123,0.999936044216156
1722433610.2982275,538,1722433610,297534457,world,-0.08191267400979996,-0.31650349497795105,1.1332300901412964,-0.002408085623756051,-0.0047293612733483315,-0.009984579868614674,0.999936044216156
1722433610.3081942,539,1722433610,307583339,world,-0.08190976083278656,-0.3164961338043213,1.133236050605774,-0.002348537789657712,-0.004740431904792786,-0.009965972043573856,0.9999364018440247
1722433610.3180351,540,1722433610,317522862,world,-0.08191336691379547,-0.3164955675601959,1.1332426071166992,-0.0023484043776988983,-0.0046985577791929245,-0.00998799316585064,0.9999364018440247
1722433610.32761,541,1722433610,327050262,world,-0.08191420882940292,-0.31649866700172424,1.1332471370697021,-0.0023650380317121744,-0.0047006490640342236,-0.010013855062425137,0.9999361038208008
1722433610.3387141,542,1722433610,338194806,world,-0.08190888166427612,-0.3164897859096527,1.1332507133483887,-0.0023072578478604555,-0.004721819888800383,-0.009903369471430779,0.9999372363090515
1722433610.3470356,543,1722433610,346631501,world,-0.08190996944904327,-0.3164960741996765,1.1332509517669678,-0.0024740302469581366,-0.004707988351583481,-0.009911454282701015,0.9999367594718933
